id,section,title,value,unit,value_raw,fact_class,source_org,source_date,document,page,pdf_page,chapter,details,source_url,accessed
SJEV-WEB-CMP-009,web_competitor_updates,2026 Gartner Magic Quadrant placements,,,"Kinaxis: Leader, highest on Ability to Execute; Oracle: TMS MQ Leader 19th time (Apr 9 2026); Blue Yonder: Leader, inaugural 2026 SC Planning MQ Discrete (May 25 2026); ToolsGroup: recognized (Mar 23 2026)",FACT,Kinaxis; Oracle; Blue Yonder; ToolsGroup (Gartner MQ 2026),2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"2026 Gartner Magic Quadrant results relevant to positioning: Kinaxis is a Leader in the 2026 MQ for Supply Chain Planning Solutions: Process and Discrete Industries, positioned highest on Ability to Execute; Oracle a Leader for the 19th time in the 2026 TMS MQ (Apr 9 2026); Blue Yonder named Leader in the inaugural 2026 SC Planning Discrete MQ (May 25 2026); ToolsGroup recognized in the first-ever 2026 SC Planning MQ (Mar 23 2026).",https://www.kinaxis.com,2026-09-16
SJEV-WEB-SAP-003,web_sap_updates,SAP Ariba / Business Network API surface,,,GET /orders endpoint; 122 web-service APIs,FACT,SAP Help / Ariba Support,,"Web research (z-ai web_search, verified 2026-09-16)",,,,"SAP Ariba Purchase Orders Supplier API: suppliers retrieve PO/line-item information from SAP Business Network via GET /orders endpoint (OpenAPI documented); Ariba API coverage spans procurement, sourcing, supplier management, catalogs and analytics - the majority (122 APIs) support web-service format.",https://help.sap.com,2026-09-16
SJEV-WEB-SAP-004,web_sap_updates,Joule agents timeline (2025-2026),,,Joule in SCM network apps Jan 2026; 3 new SCM Joule Agents (Oct 2025); Supply Chain Orchestration GA 1H 2026; Sapphire 2026: 6 Joule Assistants + 60+ agents; agentic task coverage <5% (2025) -> task-specific agents by end 2026,FACT,SAP News; SDCExec; SupplyChainDigital; Prolifics; SaviTech,2026-05-29,"Web research (z-ai web_search, verified 2026-09-16)",,,,"SAP timeline corroboration: Oct 7 2025 - Joule integration in SAP Business Network available January 2026 (embedded AI for analytics, automation, approvals); Oct 9 2025 - three new Joule Agents automate key supply chain tasks; Supply Chain Orchestration GA confirmed for 1H 2026; Sapphire 2026 (May 2026) - Autonomous Supply Chain Management launched with 6 Joule Assistants and 60+ AI agents; Prolifics (Feb 2026): agentic ERP task-specific agents by end of 2026, up from <5% in 2025.",https://news.sap.com,2026-09-16
SJEV-WEB-SAP-005,web_sap_updates,SAP AI Core / GenAI Hub metering,,,"token-metered; example rates $0.00087/1k (<=200k tokens), $0.00167/1k (>200k tokens); input/output priced",FACT,SAP Help; SAP Community; SAP github,2024-04-03,"Web research (z-ai web_search, verified 2026-09-16)",,,,"SAP AI Core service plans determine pricing/conditions/hosts; GenAI offerings on BTP are token-metered with input and output pricing (community thread Apr 2024); example published rates: 0.00087 per unit for requests <=200k tokens and 0.00167 for >200k tokens, plus 0.00647 tier (SAP AI Core provider github); Discovery Center estimator used for CPEA credit costing.",https://help.sap.com,2026-09-16
SJEV-WEB-IND-001,web_india_updates,India pharma exports FY2024-25 (Pharmexcil),30466.85,USD million (FY2024-25),"$30,466.85M, +9.40% YoY",FACT,Pharmexcil Hand Book 2025,2025,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India's pharmaceutical exports reached USD 30,466.85 million during Apr-Mar FY2024-25, a 9.40% increase from the previous fiscal year (Pharmexcil Hand Book 2025) - exact primary-source match of the dossier's $30.47bn figure.",https://pharmexcil.com,2026-09-16
SJEV-WEB-IND-002,web_india_updates,India pharma exports Q1 FY2026-27,8.1,USD billion (Apr-Jun FY2026-27),"$8.10bn, +6.80% YoY (vs $7.58bn)",FACT,Indian Pharma Post,2026-08-12,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India's pharmaceutical exports grew 6.80% year-on-year to USD 8.10 billion during April-June FY2026-27, compared with USD 7.58 billion in the same quarter a year earlier.",https://www.indianpharmapost.com,2026-09-16
SJEV-WEB-IND-003,web_india_updates,India pharma exports monthly (May 2025),,,"May 2025: $2,475.70M; Apr-May FY26 cumulative: $4,961.71M",FACT,Pharmexcil (via pharmautility),2025-07-01,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Pharmexcil reported pharmaceutical exports of USD 2,475.70 million in May 2025, cumulating to USD 4,961.71 million for April-May FY2025-26.",https://pharmautility.com,2026-09-16
SJEV-WEB-IND-004,web_india_updates,India pharma exports FY2025-26 running total,,,$28.29bn Apr-Feb FY2025-26 (+5.6%); IMSDA cites ~$29bn FY26,FACT,Times of India; IMSDA,2026-04-05,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India's pharma exports rose 5.6% to $28.29 billion till February in FY2025-26 (TOI, Apr 5 2026); IMSDA (May 2026) cites roughly USD 29 billion for FY26.",https://timesofindia.indiatimes.com,2026-09-16
SJEV-WEB-IND-005,web_india_updates,India-UK FTA pharma export projection,981.16,"USD million (FY2026-27, UK)",+8.66% to $981.16M; base $902.96M,FACT,Pharmexcil (via ET Government / Hindu BusinessLine),2026-07-16,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India's pharmaceutical exports to the UK are projected to grow 8.66% to $981.16 million in FY2026-27 on the back of the India-UK FTA, from $902.96 million (Pharmexcil).",https://government.economictimes.indiatimes.com,2026-09-16
SJEV-WEB-IND-006,web_india_updates,India cold chain market (MarketsandMarkets),34847.9,USD million (2026),"$34,847.9M 2026 -> $59,476.5M 2031 @11.3% CAGR",FACT,MarketsandMarkets,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India cold chain market projected to grow from USD 34,847.9 million in 2026 to USD 59,476.5 million by 2031, an 11.3% CAGR.",https://www.marketsandmarkets.com,2026-09-16
SJEV-WEB-IND-007,web_india_updates,India cold chain logistics (Mordor),24.85,USD billion (2026),$24.85bn 2026 -> $33.12bn 2031 @5.91% CAGR,FACT,Mordor Intelligence,2026-05-20,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India Cold Chain Logistics Market worth USD 24.85 billion in 2026, growing at 5.91% CAGR to USD 33.12 billion by 2031.",https://www.mordorintelligence.com,2026-09-16
SJEV-WEB-IND-008,web_india_updates,India cold chain market in INR (IMARC),2535.87,INR billion (2025),"INR 2,535.87bn 2025; INR 2,800.4bn 2026 -> INR 6,190.91bn 2034 @10.43% CAGR",FACT,IMARC Group,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India cold chain market valued at INR 2,535.87 billion in 2025 and INR 2,800.4 billion in 2026, projected to reach INR 6,190.91 billion by 2034 at 10.43% CAGR - primary-source confirmation of the dossier's '2,535 billion rupees in 2025' figure.",https://www.imarcgroup.com,2026-09-16
SJEV-WEB-IND-009,web_india_updates,India cold storage count & capacity (NCCD),8815,cold storages,"8,815 cold storages; 402.18 lakh MT (40.22 MMT); 2.2% CAGR",FACT,NCCD (via IIFIIR),2026-02-24,"Web research (z-ai web_search, verified 2026-09-16)",,,,"NCCD reports India has 8,815 cold storages with combined capacity of 402.18 lakh metric tonnes (40.22 million MT), a 2.2% compound annual growth rate (Feb 2026).",https://iifiir.org,2026-09-16
SJEV-WEB-IND-010,web_india_updates,India cold storage alternate counts,,,"8,600 facilities / 39.42 MMT (2024, ~75% potatoes); IBEF 8,689 / 39.6 MMT (Aug 2024); +3.5 MMT additional capacity needed (Invest India 2023)",FACT,ScienceDirect (Singha et al. 2025); IBEF; Invest India,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Corroborating counts: India has 8,600 cold storage facilities totaling 39.42 MMT (2024), ~75% used for potatoes (Singha et al. 2025, 18 citations); IBEF: 8,689 facilities / 39.6 MMT as of Aug 2024; Invest India (Sep 2023): country requires an additional 3.5 MMT cold storage capacity.",https://www.sciencedirect.com,2026-09-16
SJEV-WEB-IND-011,web_india_updates,India pharma sector 2030 targets & reality check,,,"sector ~$60bn now; $130bn by 2030 target (Apr 2025); Pharmexcil export target $65bn by 2030; expected actual $80-90bn by 2030 (miss, Aug 2026); $350bn by 2047 vision",FACT,PIB; ThePrint; Hindu BusinessLine; Pharmexcil,2026-08-08,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India's pharma sector currently ~USD 60 billion, projected to reach USD 130 billion by 2030 (PIB Chintan Shivir, Feb 21 2026; target set April 2025); Pharmexcil targets $65 billion in exports by 2030 from $30.47bn FY2024-25 (13-14% annual growth needed); ThePrint (Jun 11 2026): India moves to diversify exports and cut US dependence; Hindu BusinessLine (Aug 8 2026): sector now expected to reach only $80-90bn by 2030, below the $130bn industry target, amid tariffs; Pharmexcil (Feb 2025): exports set to grow 10-15x to $350bn by 2047.",https://www.pib.gov.in,2026-09-16
SJEV-WEB-IND-012,web_india_updates,India API dependence on China,,,~70% of India's API needs from China; up to 90% for critical antibiotics (cephalosporins/penicillin); PIB lists APIs with >=70% China share; India supplies ~half of US finished generics while relying on China for 70-80% APIs,FACT,drugpatentwatch; PIB; ORF; America First Policy,2026-03-10,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Approximately 70% of India's API needs - up to 90% for critical antibiotics like cephalosporins and penicillin - are met by Chinese imports (drugpatentwatch, Jan 20 2026); PIB (Mar 10 2026) confirms the official list of APIs where China accounts for 70%+ of India's imports; India supplies about half of all US finished generic drugs but relies on China for 70-80% of APIs; ORF (Dec 2025) documents deep bulk-drug dependence.",https://www.pib.gov.in,2026-09-16
SJEV-WEB-IND-013,web_india_updates,India API market size & US sourcing cost,,,India API market $13.21bn 2020 -> $19.21bn 2025 -> est. $20.70bn 2026; US tariffs add $20bn/yr to API sourcing; 82% of pharma APIs from China+India,FACT,IMARC; pharma source.global,2026,"Web research (z-ai web_search, verified 2026-09-16)",,,,"India active pharmaceutical ingredients market grew from USD 13.21 billion (2020) to USD 19.21 billion (2025), estimated USD 20.70 billion in 2026 (IMARC); new survey data shows US tariffs add $20 billion annually to an already concentrated supply chain, with 82% of pharma APIs sourced from China and India.",https://www.imarcgroup.com,2026-09-16
SJEV-WEB-IND-014,web_india_updates,eVIN scale & outcomes (primary sources),,,"733 districts; 36 states/UTs; 29,000+ vaccine storage centres; facilities with max stock 37.4% pre -> 39.2% post; 38.6% updated stock; cited 39x",FACT,UNDP; Gurnani et al. 2020 (PLOS ONE),2020,"Web research (z-ai web_search, verified 2026-09-16)",,,,"UNDP: eVIN designed and implemented in all 733 districts of all 36 states and union territories with over 29 thousand vaccine storage centres digitized - exact primary-source match of the dossier's eVIN numbers; Gurnani et al. 2020 (PLOS ONE, 39 citations): facilities holding maximum stock of any vaccine rose 37.4% (pre-eVIN) to 39.2% (post), and 38.6% of facilities updated vaccine stock; U-WIN targets 90% Full Immunisation Coverage (Gavi, Apr 2025).",https://www.undp.org,2026-09-16
SJEV-WEB-AI-001,web_ai_stack,TimesFM (Google) licensing & versions,,,code Apache-2.0; weights up to v2.5 Apache-2.0; TimesFM-3 in BigQuery ML preview; ~200M params,FACT,"Google Research (github, BigQuery docs)",2026-06-12,"Web research (z-ai web_search, verified 2026-09-16)",,,,TimesFM is Google Research's pretrained time-series foundation model: source code Apache-2.0 and model weights up to version 2.5 Apache-2.0; TimesFM-3 enables zero-shot multivariate forecasting in a single forward pass via BigQuery ML (preview Jun 12 2026); HN discussion references the 200M-parameter model; weights on Hugging Face.,https://github.com,2026-09-16
SJEV-WEB-AI-002,web_ai_stack,Chronos (Amazon) licensing & versions,,,Apache-2.0; chronos-t5-large HF (Mar 2024); chronos-forecasting 1.5.1 pypi; Chronos-Bolt on SageMaker JumpStart; Chronos-2 univariate->universal,FACT,"Amazon (github, HF, SageMaker)",2024-03-12,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Chronos family of pretrained time-series forecasting models is Apache-2.0 licensed; chronos-t5-large on Hugging Face (Mar 2024); package chronos-forecasting 1.5.1 on PyPI; Chronos-Bolt available on Amazon SageMaker JumpStart; Chronos-2 extends from univariate to universal forecasting with cross-learning; production case: Deutsche Bahn forecasting (AWS, May 7 2025).",https://github.com,2026-09-16
SJEV-WEB-AI-003,web_ai_stack,Moirai (Salesforce) licensing,,,moirai-2.0-R-small: cc-by-nc-4.0 (NON-commercial); Uni2TS library: MIT; Moirai-MoE paper cited 222x,FACT,"Salesforce (HF, github)",2026-01-08,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Salesforce Moirai 2.0 is a decoder-only universal time-series forecasting transformer; moirai-2.0-R-small is licensed cc-by-nc-4.0 on Hugging Face - NON-commercial, a licensing gotcha vs Apache-2.0 alternatives; the Uni2TS PyTorch library is MIT; Moirai-MoE paper (2024) cited 222 times; Salesforce publishes fine-tuning guidance for business time series (Jan 8 2026).",https://huggingface.co,2026-09-16
SJEV-WEB-AI-004,web_ai_stack,Multi-agent framework comparison & licenses,,,"CrewAI: MIT, Python >=3.10, v1.2.0 (May 2026); LangGraph: state-machine, best for stateful workflows; AutoGen: conversation-based",FACT,DataCamp; galileo; pecollective; blckalpaca,2026-04-06,"Web research (z-ai web_search, verified 2026-09-16)",,,,"2026 framework consensus: LangGraph enforces a state machine and is the best pick for explicit stateful workflows; CrewAI (MIT license, Python >=3.10, v1.2.0 as of May 2026) is the fastest route to role-based multi-agent collaboration; AutoGen treats work as conversation and fits research-style coordination; production comparisons weigh state management, observability, human-in-the-loop recovery (Aug 2026 analyses).",https://www.datacamp.com,2026-09-16
SJEV-WEB-AI-006,web_ai_stack,Model Context Protocol status,,,"spec 2026-07-28 (stateless, cacheable, routable); SDKs TS/Python/Go/C#; 28% of Fortune 500 deployed; introduced 2024-11-25; RC 2026-05-21",FACT,modelcontextprotocol.io; Anthropic; Cloudflare,2026-08-22,"Web research (z-ai web_search, verified 2026-09-16)",,,,"MCP timeline: introduced by Anthropic Nov 25 2024; release candidate for 2026-07-28 spec published May 21 2026; final 2026-07-28 specification released with updated TypeScript, Python, Go and C# SDKs - making agent infrastructure 'stateless, cacheable, routable, and globally addressable' (Cloudflare Aug 6 2026); enterprise adoption: 28% of Fortune 500 companies have deployed MCP (Apr 2026); official roadmap maintained Aug 2026.",https://modelcontextprotocol.io,2026-09-16
SJEV-WEB-FEED-006,web_demo_feeds,Sea route / port distance APIs,,,Marine OS Route API $799/month (annual billing) as premium reference,FACT,SeaRates; searoutesnav; Datalastic; marine-sky comparison,2026-07-11,"Web research (z-ai web_search, verified 2026-09-16)",,,,"Sea route APIs for reroute simulation: SeaRates Tracking System API (global shipment tracking); searoutesnav REST API returns port distances and voyage times in one call; Datalastic Sea Route API calculates maritime routes between ports or coordinates; 2026 comparison (Jul 11 2026): Marine OS Route API returns distance, voyage time, passages and GeoJSON geometry at $799/month billed annually - free alternatives needed for hackathon budget.",https://www.searates.com,2026-09-16
